00406,7,0
00407,3,0
00408,3,0
00409,4,0
00410,6,0
00411,5,0
00412,3,0
00413,4,0
00414,5,0
00415,9,0
00416,4,0
00417,4,1
00418,5,0
00419,8,0
00420,4,0
00421,4,1
00422,6,0
00423,2,0
00424,4,0
00425,5,0
00426,5,0
00427,8,0
00428,4,0
00429,7,0
00430,5,0
00431,3,0
00432,4,0
00433,2,0
00434,8,0
00435,3,0
00436,6,0
00437,5,0
00438,4,0
00439,5,0
00440,7,0
00441,2,1
00442,5,0
00443,6,0
00444,5,0
00445,5,0
00446,3,1
00447,7,0
00448,6,0
00449,6,0
00450,9,0
00451,3,0
00452,5,1
00453,3,0
00454,6,0
00455,3,0
00456,4,0
00457,6,0
00458,4,1
00459,4,0
00460,5,0
00461,5,0
00462,5,0
00463,9,0
00464,6,0
00465,4,0
00466,4,0
00467,5,0
00468,7,0
00469,4,0
00470,8,0
00471,5,0
00472,6,0
00473,4,0
00474,3,1
00475,5,0
00476,5,0
00477,4,1
00478,10,0
00479,3,1
00480,9,0
00481,4,0
00482,5,0
00483,7,0
00484,4,1
00485,10,0
00486,7,0
00487,4,0
00488,8,0
00489,3,0
00490,10,0
00491,3,0
00492,5,0
00493,6,0
00494,3,0
00495,6,0
00496,4,0
00497,5,0
00498,4,0
00499,6,0
00500,5,0
00501,5,0
00502,7,0
00503,4,0
00504,5,0
00505,1,0
00506,5,0
00507,4,2
00508,6,0
00509,6,0
00510,6,0
00511,6,0
00512,4,0
00513,2,0
00514,6,0
00515,5,0
00516,6,0
00517,4,0
00518,5,0
00519,6,1
00520,6,0
00521,4,0
00522,5,0
00523,2,0
00524,5,0
00525,5,1
00526,1,0
00527,5,0
00528,4,0
00529,5,0
00530,6,0
00531,6,0
00532,6,0
00533,4,0
00534,2,0
00535,5,0
00536,6,0
00537,5,0
00538,5,0
00539,4,0
00540,8,0
00541,6,1
00542,6,0
00543,4,0
00544,8,0
00545,2,0
00546,9,0
00547,5,0
00548,5,0
00549,7,0
00550,3,1
00551,4,0
00552,2,0
00553,6,0
00554,5,0
00555,3,1
00556,6,0
00557,4,0
00558,6,0
00559,6,0
00560,6,0
00561,4,0
00562,3,0
00563,3,0
00564,8,0
00565,4,0
00566,7,0
00567,5,0
00568,8,1
00569,4,0
00570,4,0
00571,5,0
00572,4,1
00573,2,0
00574,7,0
00575,4,1
00576,5,0
00577,8,0
00578,5,0
00579,7,0
00580,4,0
00581,4,0
00582,2,0
00583,2,0
00584,6,0
00585,2,0
00586,7,0
00587,7,0
00588,6,0
00589,5,0
00590,6,0
00591,7,0
00592,2,0
00593,2,0
00594,6,0
00595,4,0
00596,5,0
00597,4,0
00598,4,0
00599,6,0
00600,5,0
00601,4,0
00602,6,0
00603,5,0
00604,4,0
00605,3,0
00606,5,0
00607,8,0
00608,6,0
00609,4,0
00610,5,1
00611,7,0
00612,3,0
00613,7,0
00614,4,0
00615,2,0
00616,4,0
00617,4,0
00618,6,0
00619,6,0
00620,7,0
00621,7,0
00622,6,0
00623,5,0
00624,3,0
00625,4,0
00626,2,0
00627,5,0
00628,6,0
00629,4,0
00630,5,0
00631,7,0
00632,5,0
00633,6,0
00634,4,0
00635,11,0
00636,5,0
00637,3,0
00638,5,0
00639,4,0
00640,5,0
00641,6,0
00642,5,0
00643,6,0
00644,8,0
00645,5,0
00646,6,0
00647,7,0
00648,5,0
00649,6,1
00650,4,0
00651,4,0
00652,5,0
00653,5,0
00654,5,0
00655,4,0
00656,4,0
00657,4,1
00658,7,0
00659,5,0
00660,3,0
00661,4,0
00662,2,0
00663,4,1
00664,3,0
00665,7,0
00666,6,0
00667,6,0
00668,3,0
00669,4,0
00670,3,0
00671,4,0
00672,4,0
00673,5,0
00674,4,0
00675,6,0
00676,6,0
00677,6,0
00678,4,0
00679,6,0
00680,3,0
00681,4,0
00682,5,0
00683,7,0
00684,6,0
00685,4,1
00686,5,1
00687,6,0
00688,4,0
00689,6,1
00690,6,0
00691,6,0
00692,8,0
00693,6,0
00694,4,0
00695,2,0
00696,5,1
00697,5,0
00698,3,0
00699,4,0
00700,5,0
00701,3,0
00702,5,0
00703,3,1
00704,11,0
00705,7,0
00706,8,0
00707,4,0
00708,5,0
00709,5,0
00710,3,0
00711,2,0
00712,6,0
00713,5,0
00714,4,0
00715,6,0
00716,4,0
00717,2,0
00718,2,0
00719,4,0
00720,7,0
00721,5,0
00722,6,0
00723,5,0
00724,7,0
00725,3,0
00726,5,1
00727,6,0
00728,6,0
00729,3,0
00730,4,0
00731,6,0
00732,5,0
00733,7,0
00734,8,1
00735,3,0
00736,6,0
00737,5,0
00738,3,1
00739,7,0
00740,5,0
00741,4,0
00742,3,1
00743,4,1
00744,5,1
00745,6,0
00746,6,0
00747,6,0
00748,10,0
00749,5,0
00750,6,0
00751,4,0
00752,5,0
00753,8,0
00754,6,0
00755,9,0
00756,5,0
00757,3,0
00758,6,0
00759,4,0
00760,4,0
00761,5,1
00762,7,0
00763,5,0
00764,3,0
00765,7,0
00766,3,0
00767,4,1
00768,6,0
00769,3,0
00770,4,0
00771,3,0
00772,7,0
00773,3,0
00774,4,0
00775,3,0
00776,6,0
00777,4,0
00778,5,1
00779,3,0
00780,5,1
00781,5,0
00782,5,0
00783,6,1
00784,4,0
00785,7,0
00786,4,0
00787,6,0
00788,2,1
00789,6,0
00790,6,0
00791,4,0
00792,7,0
00793,5,0
00794,4,0
00795,5,0
00796,5,0
00797,5,0
00798,4,0
00799,3,1
00800,5,0
00801,4,0
00802,5,0
00803,8,0
00804,6,0
00805,3,0
00806,6,1
00807,4,0
00808,5,0
00809,5,0
00810,5,0
00811,4,0
00812,7,1
00813,4,0
00814,6,0
00815,5,0
00816,6,0
00817,5,0
00818,7,0
00819,4,0
00820,5,0
00821,7,0
00822,6,1
00823,5,0
00824,6,0
00825,5,0
00826,6,0
00827,5,0
00828,8,0
00829,4,0
00830,7,0
00831,5,0
00832,6,0
00833,7,0
00834,4,0
00835,5,0
00836,3,0
00837,7,0
00838,4,0
00839,5,0
00840,8,0
00841,3,0
00842,5,0
00843,4,0
00844,4,0
00845,4,0
00846,5,0
00847,6,0
00848,7,0
00849,5,1
00850,7,0
00851,5,0
00852,5,0
00853,4,0
00854,5,0
00855,6,0
00856,4,0
00857,4,0
00858,4,0
00859,5,0
00860,5,0
00861,8,0
00862,4,1
00863,7,0
00864,4,0
00865,3,0
00866,6,0
00867,6,0
00868,8,0
00869,7,0
00870,6,0
00871,6,0
00872,9,0
00873,4,0
00874,5,0
00875,4,0
00876,5,0
00877,6,0
00878,4,0
00879,7,0
00880,4,0
00881,5,0
00882,5,0
00883,4,0
00884,9,0
00885,4,1
00886,8,0
00887,5,0
00888,7,0
00889,8,0
00890,7,0
00891,3,1
00892,5,0
00893,8,0
00894,4,1
00895,5,0
00896,3,0
00897,2,0
00898,6,0
00899,6,0
